proposed_sku,official_name,proposed_name,brand,manufacturer,category,category_reason,volume,package,taste,carbonation,sugar,alcohol_percent,source_url,image_url,local_image_path,duplicate_status,confidence,notes,decision_reason,evidence_summary,image_match,pdf_page,source_site,source_pdf
BAVARIA-TBAU-GORNAA-RODNIKOVAA-VODA-TBAU-D-330-PET,Горная родниковая вода «ТБАУ Детская»,"Вода питьевая TBAU, 0,33 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,33 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/gornaa-rodnikovaa-voda-tbau-detskaa,https://www.bavaria-group.ru/files/beer_items/30_1758714960.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-500-PET,«Горная вода»,"Вода питьевая Горная вода газированная, 0,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"0,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-5-l-pet.jpg,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-500-PET,«Горная вода»,"Вода питьевая Горная вода негазированная, 0,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"0,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/82_1757514706.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-5-l-pet.jpg,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-450-GLASS,«Горная вода»,"Вода питьевая Горная вода газированная, 0,45 л, стекло",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"0,45 л",стекло,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-45-l-steklo.png,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-450-GLASS,«Горная вода»,"Вода питьевая Горная вода негазированная, 0,45 л, стекло",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"0,45 л",стекло,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/83_1726217046.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-0-45-l-steklo.png,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-GORNAYA-VODA-GORNAA-VODA-GAZIROVANNAYA-1500-PET,«Горная вода»,"Вода питьевая Горная вода газированная, 1,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"1,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-1-5-l-pet.png,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-GORNAYA-VODA-GORNAA-VODA-NEGAZIROVANNAYA-1500-PET,«Горная вода»,"Вода питьевая Горная вода негазированная, 1,5 л, ПЭТ",Горная вода,ГК ПД «Бавария»,Питьевая вода,Питьевая вода,"1,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/gornaa-voda,https://www.bavaria-group.ru/files/beer_items/84_1726217054.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-gornaya-voda-gornaya-voda-1-5-l-pet.png,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-GAZIRO-19000-PET,Питьевая вода для кулеров,"Вода питьевая TBAU «ТБАУ» негазированная газированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,19 л,ПЭТ,«ТБАУ» негазированная,газированная,,,https://www.bavaria-group.ru/beer-product/pitevaa-voda-dla-kulerov,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-tbau-negazirovannaya-19-l-pet.jpg,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site cooler assortment,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-TBAU-NEGAZIROVANNAYA-NEGAZI-19000-PET,Питьевая вода для кулеров,"Вода питьевая TBAU «ТБАУ» негазированная негазированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,19 л,ПЭТ,«ТБАУ» негазированная,негазированная,,,https://www.bavaria-group.ru/beer-product/pitevaa-voda-dla-kulerov,https://www.bavaria-group.ru/files/beer_items/33_1716877500.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-tbau-negazirovannaya-19-l-pet.jpg,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site cooler assortment,shared-line-image,,site,p.32/37/38
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-1500-PET,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 1,5 л, ПЭТ",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,Kazbek-Aqua / минеральная лечебно-столовая вода,"1,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-500-PET,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 0,5 л, ПЭТ",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,Kazbek-Aqua / минеральная лечебно-столовая вода,"0,5 л",ПЭТ,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-KAZBEK-AQUA-ZAGOLOVOK-PRODUKTA-330-GLASS,Минеральная лечебно-столовая вода «Казбек-Аква»,"Вода минеральная Kazbek-Aqua, 0,33 л, стекло",Kazbek-Aqua,ГК ПД «Бавария»,Минеральная вода,Kazbek-Aqua / минеральная лечебно-столовая вода,"0,33 л",стекло,,,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta,https://www.bavaria-group.ru/files/beer_items/3_1718376836.jpg,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-kazbek-aqua-mineralnaya-lechebno-1-5-l-pet.jpg,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 1 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,1 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 1 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,1 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-1500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 1,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"1,5 л",ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-1500-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 1,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"1,5 л",ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-5000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,5 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-5000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,5 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-GAZIROVANNAYA-19000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU газированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,19 л,ПЭТ,,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site cooler assortment,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-CLASSIC-NEGAZIROVANNAYA-19000-PET,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU негазированная, 19 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,19 л,ПЭТ,,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site cooler assortment,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-330-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,33 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,33 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-330-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,33 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,33 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-450-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,45 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,45 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-450-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,45 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,45 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-PREMIUM-GAZIROVANNAYA-500-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium газированная, 0,5 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",стекло,Premium,газированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-TBAU-PREMIUM-NEGAZIROVANNAYA-500-GLASS,Горная родниковая вода «ТБАУ»,"Вода питьевая TBAU Premium негазированная, 0,5 л, стекло",TBAU,ГК ПД «Бавария»,Питьевая вода,TBAU / горная родниковая питьевая вода,"0,5 л",стекло,Premium,негазированная,,,https://www.bavaria-group.ru/beer-product/zagolovok-produkta-2,https://www.bavaria-group.ru/files/beer_items/4_1758714938.png,/workspace/artifacts/bavaria-import/2026-07-31T10-52-18-371Z/images/bavaria-tbau-gornaya-rodnikovaya-0-5-l-pet.png,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site/dry-run,shared-line-image,,site,p.32/37/38
BAVARIA-AVARAL-AVARAL-450-GLASS,«Аварал»,"Вода питьевая Аварал, 0,45 л, стекло",Аварал,ГК ПД «Бавария»,Питьевая вода,СТМ горная родниковая вода (описание карточки),"0,45 л",стекло,Аварал,,,,https://www.bavaria-group.ru/beer-product/avaral,https://www.bavaria-group.ru/files/beer_items/94_1726237103.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site description + pack,exact,,site,
BAVARIA-AYVA-AYVA-STILL-500-GLASS,«Айва»,"Вода питьевая Айва негазированная, 0,5 л, стекло",Айва,ГК ПД «Бавария»,Питьевая вода,СТМ вода Premium негазированная (уточнить бренд-категорию при apply),"0,5 л",стекло,Айва,негазированная,,,https://www.bavaria-group.ru/beer-product/ajva,https://www.bavaria-group.ru/files/beer_items/93_1726236498.png,,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-AYVA-AYVA-STILL-500-PET,«Айва»,"Вода питьевая Айва негазированная, 0,5 л, ПЭТ",Айва,ГК ПД «Бавария»,Питьевая вода,СТМ вода Premium негазированная (уточнить бренд-категорию при apply),"0,5 л",ПЭТ,Айва,негазированная,,,https://www.bavaria-group.ru/beer-product/ajva,https://www.bavaria-group.ru/files/beer_items/93_1726236498.png,,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-VKUSVILL-GAZIROVANNAYA-500-PET,«ВкусВилл»,"Вода питьевая ВкусВилл газированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,carried from site-approved,"0,5 л",ПЭТ,ВкусВилл,газированная,,,https://www.bavaria-group.ru/beer-product/tbau,https://www.bavaria-group.ru/files/beer_items/112_1757512632.jpg,,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,p.32/37/38
BAVARIA-VKUSVILL-NEGAZIROVANNAYA-500-PET,«ВкусВилл»,"Вода питьевая ВкусВилл негазированная, 0,5 л, ПЭТ",TBAU,ГК ПД «Бавария»,Питьевая вода,carried from site-approved,"0,5 л",ПЭТ,ВкусВилл,негазированная,,,https://www.bavaria-group.ru/beer-product/tbau,https://www.bavaria-group.ru/files/beer_items/112_1757512632.jpg,,new,medium,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,exact,,site,p.32/37/38
BAVARIA-F-SLIVA-1500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Слива, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"1,5 л",ПЭТ,Слива,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-F-MULTIFRUKT-1500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Мультифрукт, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"1,5 л",ПЭТ,Мультифрукт,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-F-MANGOSTIN-1500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Мангостин, 1,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"1,5 л",ПЭТ,Мангостин,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/59_1664459231.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-F-MULTIFRUKT-500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Мультифрукт, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"0,5 л",ПЭТ,Мультифрукт,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/69_1664459351.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
BAVARIA-F-MANGOSTIN-500-PET,Сокосодержащий напиток «Ф»,"Напиток сокосодержащий Ф Мангостин, 0,5 л, ПЭТ",Бавария,ГК ПД «Бавария»,Газированные напитки,Сокосодержащий напиток; отдельной категории соков нет — газированные/другие на усмотрение; оставляем газированные как closest soft drink,"0,5 л",ПЭТ,Мангостин,,,,https://www.bavaria-group.ru/beer-product/sokosoderzasij-napitok-f,https://www.bavaria-group.ru/files/beer_items/69_1664459351.png,,new,high,carried-forward site-approved after PDF visual merge of soft-drink lines,Previous site-approved SKU retained; not contradicted by PDF,site,shared-line-image,,site,
